Name: 
Address: 
Number	Record Time	Temperature(°C)	Humidity(%)
 558	 2023-12-20 15:18:32	 16.2	 19
 559	 2023-12-20 15:18:48	 16.2	 19
 560	 2023-12-20 15:19:04	 16.2	 19
 561	 2023-12-20 15:19:20	 16.2	 19
 562	 2023-12-20 15:19:36	 16.2	 19
 563	 2023-12-20 15:19:52	 16.2	 19
 564	 2023-12-20 15:20:08	 16.2	 19
 565	 2023-12-20 15:20:24	 16.2	 19
 566	 2023-12-20 15:20:40	 16.2	 19
 567	 2023-12-20 15:20:56	 16.3	 19
 568	 2023-12-20 15:21:12	 16.2	 19
 569	 2023-12-20 15:21:28	 16.2	 19
 570	 2023-12-20 15:21:44	 16.2	 19
 571	 2023-12-20 15:22:00	 16.2	 19
 572	 2023-12-20 15:22:16	 16.2	 19
 573	 2023-12-20 15:22:32	 16.2	 19
 574	 2023-12-20 15:22:48	 16.2	 19
 575	 2023-12-20 15:23:04	 16.2	 19
 576	 2023-12-20 15:23:20	 16.2	 19
 577	 2023-12-20 15:23:36	 16.2	 19
 578	 2023-12-20 15:23:52	 16.2	 19
 579	 2023-12-20 15:24:08	 16.2	 22
 580	 2023-12-20 15:24:24	 16.2	 22
 581	 2023-12-20 15:24:40	 16.2	 22
 582	 2023-12-20 15:24:56	 16.2	 22
 583	 2023-12-20 15:25:12	 16.1	 22
 584	 2023-12-20 15:25:28	 16.1	 22
 585	 2023-12-20 15:25:44	 16.1	 22
 586	 2023-12-20 15:26:00	 16.1	 22
 587	 2023-12-20 15:26:16	 16.1	 22
 588	 2023-12-20 15:26:32	 16.1	 22
 589	 2023-12-20 15:26:48	 16.1	 22
 590	 2023-12-20 15:27:04	 16.1	 22
 591	 2023-12-20 15:27:20	 16.1	 22
 592	 2023-12-20 15:27:36	 16.1	 22
 593	 2023-12-20 15:27:52	 16.1	 22
 594	 2023-12-20 15:28:08	 16.1	 22
 595	 2023-12-20 15:28:24	 16.1	 22
 596	 2023-12-20 15:28:40	 16.1	 22
 597	 2023-12-20 15:28:56	 16.1	 22
 598	 2023-12-20 15:29:12	 16.1	 22
 599	 2023-12-20 15:29:28	 16.1	 22
 600	 2023-12-20 15:29:44	 16.1	 22
 601	 2023-12-20 15:30:00	 16.1	 22
 602	 2023-12-20 15:30:16	 16.1	 22
 603	 2023-12-20 15:30:32	 16.1	 22
 604	 2023-12-20 15:30:48	 16.1	 22
 605	 2023-12-20 15:31:04	 16.1	 22
 606	 2023-12-20 15:31:20	 16.1	 22
 607	 2023-12-20 15:31:36	 16.1	 22
 608	 2023-12-20 15:31:52	 16.1	 22
 609	 2023-12-20 15:32:08	 16.1	 22
 610	 2023-12-20 15:32:24	 16.1	 22
 611	 2023-12-20 15:32:40	 16.1	 22
 612	 2023-12-20 15:32:56	 16.1	 22
 613	 2023-12-20 15:33:12	 16.0	 22
 614	 2023-12-20 15:33:28	 16.1	 22
 615	 2023-12-20 15:33:44	 16.0	 22
 616	 2023-12-20 15:34:00	 16.0	 22
 617	 2023-12-20 15:34:16	 16.0	 22
 618	 2023-12-20 15:34:32	 16.0	 22
 619	 2023-12-20 15:34:48	 16.0	 22
 620	 2023-12-20 15:35:04	 16.0	 22
 621	 2023-12-20 15:35:20	 16.0	 22
 622	 2023-12-20 15:35:36	 16.0	 22
 623	 2023-12-20 15:35:52	 16.0	 22
 624	 2023-12-20 15:36:08	 16.0	 22
 625	 2023-12-20 15:36:24	 16.0	 22
 626	 2023-12-20 15:36:40	 16.0	 22
 627	 2023-12-20 15:36:56	 16.0	 22
 628	 2023-12-20 15:37:12	 16.0	 22
 629	 2023-12-20 15:37:28	 16.0	 22
 630	 2023-12-20 15:37:44	 16.0	 22
 631	 2023-12-20 15:38:00	 16.0	 22
 632	 2023-12-20 15:38:16	 16.0	 22
 633	 2023-12-20 15:38:32	 16.0	 22
 634	 2023-12-20 15:38:48	 16.0	 22
 635	 2023-12-20 15:39:04	 16.0	 22
 636	 2023-12-20 15:39:20	 16.0	 22
 637	 2023-12-20 15:39:36	 16.0	 22
 638	 2023-12-20 15:39:52	 16.0	 22
 639	 2023-12-20 15:40:08	 16.0	 22
 640	 2023-12-20 15:40:24	 16.0	 22
 641	 2023-12-20 15:40:40	 16.0	 22
 642	 2023-12-20 15:40:56	 16.0	 22
 643	 2023-12-20 15:41:12	 16.0	 22
 644	 2023-12-20 15:41:28	 16.0	 22
 645	 2023-12-20 15:41:44	 16.0	 22
 646	 2023-12-20 15:42:00	 16.0	 22
 647	 2023-12-20 15:42:16	 16.0	 22
 648	 2023-12-20 15:42:32	 15.9	 22
 649	 2023-12-20 15:42:48	 15.9	 22
 650	 2023-12-20 15:43:04	 15.9	 22
 651	 2023-12-20 15:43:20	 15.9	 22
 652	 2023-12-20 15:43:36	 15.9	 22
 653	 2023-12-20 15:43:52	 15.9	 22
 654	 2023-12-20 15:44:08	 15.9	 22
 655	 2023-12-20 15:44:24	 15.9	 22
 656	 2023-12-20 15:44:40	 15.9	 22
 657	 2023-12-20 15:44:56	 15.9	 22
 658	 2023-12-20 15:45:12	 15.9	 22
 659	 2023-12-20 15:45:28	 15.9	 22
 660	 2023-12-20 15:45:44	 15.9	 22
 661	 2023-12-20 15:46:00	 15.9	 22
 662	 2023-12-20 15:46:16	 15.9	 22
 663	 2023-12-20 15:46:32	 15.9	 22
 664	 2023-12-20 15:46:48	 15.9	 22
 665	 2023-12-20 15:47:04	 15.9	 22
 666	 2023-12-20 15:47:20	 15.9	 22
 667	 2023-12-20 15:47:36	 15.9	 22
 668	 2023-12-20 15:47:52	 15.9	 22
 669	 2023-12-20 15:48:08	 15.9	 22
 670	 2023-12-20 15:48:24	 15.9	 22
 671	 2023-12-20 15:48:40	 15.9	 22
 672	 2023-12-20 15:48:56	 15.9	 22
 673	 2023-12-20 15:49:12	 15.9	 22
 674	 2023-12-20 15:49:28	 15.9	 22
 675	 2023-12-20 15:49:44	 15.9	 22
 676	 2023-12-20 15:50:00	 15.9	 22
 677	 2023-12-20 15:50:16	 15.9	 22
 678	 2023-12-20 15:50:32	 15.9	 22
 679	 2023-12-20 15:50:48	 15.9	 22
 680	 2023-12-20 15:51:04	 15.9	 22
 681	 2023-12-20 15:51:20	 15.9	 22
 682	 2023-12-20 15:51:36	 15.9	 22
 683	 2023-12-20 15:51:52	 15.9	 22
 684	 2023-12-20 15:52:08	 15.9	 22
 685	 2023-12-20 15:52:24	 15.9	 22
 686	 2023-12-20 15:52:40	 15.9	 22
 687	 2023-12-20 15:52:56	 15.9	 22
 688	 2023-12-20 15:53:12	 15.9	 22
 689	 2023-12-20 15:53:28	 15.9	 22
 690	 2023-12-20 15:53:44	 15.9	 22
 691	 2023-12-20 15:54:00	 15.9	 22
 692	 2023-12-20 15:54:16	 15.9	 22
 693	 2023-12-20 15:54:32	 15.8	 22
 694	 2023-12-20 15:54:48	 15.8	 22
 695	 2023-12-20 15:55:04	 15.8	 22
 696	 2023-12-20 15:55:20	 15.8	 22
 697	 2023-12-20 15:55:36	 15.8	 22
 698	 2023-12-20 15:55:52	 15.8	 22
 699	 2023-12-20 15:56:08	 15.8	 22
 700	 2023-12-20 15:56:24	 15.8	 22
 701	 2023-12-20 15:56:40	 15.8	 22
 702	 2023-12-20 15:56:56	 15.8	 22
 703	 2023-12-20 15:57:12	 15.8	 22
 704	 2023-12-20 15:57:28	 15.8	 22
 705	 2023-12-20 15:57:44	 15.8	 22
 706	 2023-12-20 15:58:00	 15.8	 22
 707	 2023-12-20 15:58:16	 15.8	 22
 708	 2023-12-20 15:58:32	 15.8	 22
 709	 2023-12-20 15:58:48	 15.8	 22
 710	 2023-12-20 15:59:04	 15.8	 22
 711	 2023-12-20 15:59:20	 15.8	 22
 712	 2023-12-20 15:59:36	 15.8	 22
 713	 2023-12-20 15:59:52	 15.8	 22
 714	 2023-12-20 16:00:08	 15.8	 22
 715	 2023-12-20 16:00:24	 15.9	 22
 716	 2023-12-20 16:00:40	 15.8	 22
 717	 2023-12-20 16:00:56	 15.8	 22
 718	 2023-12-20 16:01:12	 15.8	 22
 719	 2023-12-20 16:01:28	 15.8	 22
 720	 2023-12-20 16:01:44	 15.8	 22
 721	 2023-12-20 16:02:00	 15.8	 22
 722	 2023-12-20 16:02:16	 15.8	 22
 723	 2023-12-20 16:02:32	 15.8	 22
 724	 2023-12-20 16:02:48	 15.8	 22
 725	 2023-12-20 16:03:04	 15.8	 22
 726	 2023-12-20 16:03:20	 15.8	 22
 727	 2023-12-20 16:03:36	 15.8	 22
 728	 2023-12-20 16:03:52	 15.8	 22
 729	 2023-12-20 16:04:08	 15.8	 22
 730	 2023-12-20 16:04:24	 15.8	 22
 731	 2023-12-20 16:04:40	 15.8	 22
 732	 2023-12-20 16:04:56	 15.8	 22
 733	 2023-12-20 16:05:12	 15.8	 22
 734	 2023-12-20 16:05:28	 15.8	 22
 735	 2023-12-20 16:05:44	 15.8	 22
 736	 2023-12-20 16:06:00	 15.8	 22
 737	 2023-12-20 16:06:16	 15.8	 22
 738	 2023-12-20 16:06:32	 15.8	 22
 739	 2023-12-20 16:06:48	 15.8	 22
 740	 2023-12-20 16:07:04	 15.8	 22
 741	 2023-12-20 16:07:20	 15.8	 22
 742	 2023-12-20 16:07:36	 15.8	 22
 743	 2023-12-20 16:07:52	 15.8	 22
 744	 2023-12-20 16:08:08	 15.8	 22
 745	 2023-12-20 16:08:24	 15.8	 22
 746	 2023-12-20 16:08:40	 15.8	 22
 747	 2023-12-20 16:08:56	 15.8	 22
 748	 2023-12-20 16:09:12	 15.8	 22
 749	 2023-12-20 16:09:28	 15.8	 22
 750	 2023-12-20 16:09:44	 15.8	 22
 751	 2023-12-20 16:10:00	 15.8	 22
 752	 2023-12-20 16:10:16	 15.8	 22
 753	 2023-12-20 16:10:32	 15.8	 22
 754	 2023-12-20 16:10:48	 15.8	 22
 755	 2023-12-20 16:11:04	 15.8	 22
 756	 2023-12-20 16:11:20	 15.7	 22
 757	 2023-12-20 16:11:36	 15.7	 22
 758	 2023-12-20 16:11:52	 15.7	 22
 759	 2023-12-20 16:12:08	 15.7	 22
 760	 2023-12-20 16:12:24	 15.8	 22
 761	 2023-12-20 16:12:40	 15.7	 22
 762	 2023-12-20 16:12:56	 15.7	 22
 763	 2023-12-20 16:13:12	 15.7	 22
 764	 2023-12-20 16:13:28	 15.7	 22
 765	 2023-12-20 16:13:44	 15.8	 22
 766	 2023-12-20 16:14:00	 15.7	 22
 767	 2023-12-20 16:14:16	 15.7	 22
 768	 2023-12-20 16:14:32	 15.8	 22
 769	 2023-12-20 16:14:48	 15.8	 22
 770	 2023-12-20 16:15:04	 15.8	 22
 771	 2023-12-20 16:15:20	 15.7	 22
 772	 2023-12-20 16:15:36	 15.8	 22
 773	 2023-12-20 16:15:52	 15.8	 22
 774	 2023-12-20 16:16:08	 15.8	 22
 775	 2023-12-20 16:16:24	 15.8	 22
 776	 2023-12-20 16:16:40	 15.8	 22
 777	 2023-12-20 16:16:56	 15.7	 22
 778	 2023-12-20 16:17:12	 15.8	 22
 779	 2023-12-20 16:17:28	 15.8	 22
 780	 2023-12-20 16:17:44	 15.8	 22
 781	 2023-12-20 16:18:00	 15.8	 22
 782	 2023-12-20 16:18:16	 15.8	 22
 783	 2023-12-20 16:18:32	 15.8	 22
 784	 2023-12-20 16:18:48	 15.7	 22
 785	 2023-12-20 16:19:04	 15.7	 22
 786	 2023-12-20 16:19:20	 15.7	 22
 787	 2023-12-20 16:19:36	 15.7	 22
 788	 2023-12-20 16:19:52	 15.8	 22
 789	 2023-12-20 16:20:08	 15.8	 22
 790	 2023-12-20 16:20:24	 15.8	 22
 791	 2023-12-20 16:20:40	 15.8	 22
 792	 2023-12-20 16:20:56	 15.8	 22
 793	 2023-12-20 16:21:12	 15.8	 22
 794	 2023-12-20 16:21:28	 15.8	 22
 795	 2023-12-20 16:21:44	 15.8	 22
 796	 2023-12-20 16:22:00	 15.8	 22
 797	 2023-12-20 16:22:16	 15.8	 22
 798	 2023-12-20 16:22:32	 15.7	 22
 799	 2023-12-20 16:22:48	 15.7	 22
 800	 2023-12-20 16:23:04	 15.7	 22
 801	 2023-12-20 16:23:20	 15.7	 22
 802	 2023-12-20 16:23:36	 15.7	 22
 803	 2023-12-20 16:23:52	 15.7	 22
 804	 2023-12-20 16:24:08	 15.7	 22
 805	 2023-12-20 16:24:24	 15.7	 22
 806	 2023-12-20 16:24:40	 15.7	 22
 807	 2023-12-20 16:24:56	 15.7	 22
 808	 2023-12-20 16:25:12	 15.7	 22
 809	 2023-12-20 16:25:28	 15.7	 22
 810	 2023-12-20 16:25:44	 15.7	 22
 811	 2023-12-20 16:26:00	 15.7	 22
 812	 2023-12-20 16:26:16	 15.7	 22
 813	 2023-12-20 16:26:32	 15.7	 22
 814	 2023-12-20 16:26:48	 15.7	 22
 815	 2023-12-20 16:27:04	 15.7	 22
 816	 2023-12-20 16:27:20	 15.7	 22
 817	 2023-12-20 16:27:36	 15.7	 22
 818	 2023-12-20 16:27:52	 15.7	 22
 819	 2023-12-20 16:28:08	 15.7	 22
 820	 2023-12-20 16:28:24	 15.7	 22
 821	 2023-12-20 16:28:40	 15.7	 22
 822	 2023-12-20 16:28:56	 15.7	 22
 823	 2023-12-20 16:29:12	 15.7	 22
 824	 2023-12-20 16:29:28	 15.7	 22
 825	 2023-12-20 16:29:44	 15.7	 22
 826	 2023-12-20 16:30:00	 15.7	 22
 827	 2023-12-20 16:30:16	 15.7	 22
 828	 2023-12-20 16:30:32	 15.7	 22
 829	 2023-12-20 16:30:48	 15.7	 22
 830	 2023-12-20 16:31:04	 15.7	 22
 831	 2023-12-20 16:31:20	 15.7	 22
 832	 2023-12-20 16:31:36	 15.7	 22
 833	 2023-12-20 16:31:52	 15.7	 22
 834	 2023-12-20 16:32:08	 15.7	 22
 835	 2023-12-20 16:32:24	 15.7	 22
 836	 2023-12-20 16:32:40	 15.7	 22
 837	 2023-12-20 16:32:56	 15.7	 22
 838	 2023-12-20 16:33:12	 15.7	 22
 839	 2023-12-20 16:33:28	 15.7	 22
 840	 2023-12-20 16:33:44	 15.7	 22
 841	 2023-12-20 16:34:00	 15.7	 22
 842	 2023-12-20 16:34:16	 15.7	 22
 843	 2023-12-20 16:34:32	 15.7	 22
 844	 2023-12-20 16:34:48	 15.7	 22
 845	 2023-12-20 16:35:04	 15.7	 22
 846	 2023-12-20 16:35:20	 15.7	 22
 847	 2023-12-20 16:35:36	 15.7	 22
 848	 2023-12-20 16:35:52	 15.7	 22
 849	 2023-12-20 16:36:08	 15.7	 22
 850	 2023-12-20 16:36:24	 15.7	 22
 851	 2023-12-20 16:36:40	 15.7	 22
 852	 2023-12-20 16:36:56	 15.7	 22
 853	 2023-12-20 16:37:12	 15.7	 22
 854	 2023-12-20 16:37:28	 15.7	 22
 855	 2023-12-20 16:37:44	 15.7	 22
 856	 2023-12-20 16:38:00	 15.7	 22
 857	 2023-12-20 16:38:16	 15.8	 28
 858	 2023-12-20 16:38:32	 15.6	 30
 859	 2023-12-20 16:38:48	 15.7	 30
